"Note_Id"	"Prompt"	"Prompt_Raw"	"SAS_Show_Prompt"	"SAS_Prompt"	"SAS_Prompt_Raw"	"SAS1"	"SAS1_Raw"	"SAS2"	"SAS2_Raw"	"SAS_Refs"	"SAS_Refs_Raw"	"SAS_Cat"	"R_Prompt"	"R_Prompt_Raw"	"R1"	"R1_Raw"	"R2"	"R2_Raw"	"R_Cat"	"R_vs_SAS"	"R_vs_SAS_Raw"	"Tags"
"DS571338"	"How does one output to more than one data set in a data step?"	"How does one output to more than one data set in a data step?"	"Y"	"What happens when the necessary statement is used.<br><br>What else is the given statement used for?"	"What happens when the necessary statement is used.

What else is the given statement used for?"	"<font class=dscode>DATA even odd;</font><br><font class=dscode>  DO i = 1 TO 10;</font><br><font class=dscode>    IF i % 2 THEN OUTPUT odd;</font><br><font class=dscode>    ELSE OUTPUT even;</font><br><font class=dscode> END;</font><br><font class=dscode>RUN;</font>"	"`DATA even odd;`
`  DO i = 1 TO 10;`
`    IF i % 2 THEN OUTPUT odd;`
`    ELSE OUTPUT even;`
` END;`
`RUN;`"	"Every data step has an implicit <font class=dscode>OUTPUT</font> at the end. If the user adds an OUTPUT statement to the data step, this implicit output is disabled (regardless of whether the user-added OUTPUT is executed). <br><br>The given statement can also be used to output multiple records to a single output data set.<br><br>°If multiple output data sets are listed and <font class=dscode>OUTPUT</font> is used without specifying the data set, all sets are written to. It&apos;s uncommon to need this functionality though."	"Every data step has an implicit `OUTPUT` at the end. If the user adds an OUTPUT statement to the data step, this implicit output is disabled (regardless of whether the user-added OUTPUT is executed). 

The given statement can also be used to output multiple records to a single output data set.

°If multiple output data sets are listed and `OUTPUT` is used without specifying the data set, all sets are written to. It's uncommon to need this functionality though."	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS571455"	"How to write to a file."	"How to write to a file."	"Y"	"Give (1) a PROC, (2) a way to do it in the data step, and (3) a second PROC for creating platform-independent files."	"Give (1) a PROC, (2) a way to do it in the data step, and (3) a second PROC for creating platform-independent files."	"(1) Use PROC EXPORT.<br><br>(2) FILE statement and PUT, but remember that PUT uses a default delimiter of a space, so you need to use pointer controls if you want to print a delimiter right after the variable value.<br><font class=dscode>PUT var1 +(-1) &apos;|&apos;</font><br><font class=dscode>    var2 +(-1) &apos;|&apos;</font><br><font class=dscode>    var3;</font><br><br>The former will generate code for the latter.<br><br>(3) For platform independent transfers, <font class=dscode>PROC CPORT</font>"	"(1) Use PROC EXPORT.

(2) FILE statement and PUT, but remember that PUT uses a default delimiter of a space, so you need to use pointer controls if you want to print a delimiter right after the variable value.
`PUT var1 +(-1) '|'`
`    var2 +(-1) '|'`
`    var3;`

The former will generate code for the latter.

(3) For platform independent transfers, `PROC CPORT`"	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS580242"	"Tokenize a string (using delimiter)."	"Tokenize a string (using delimiter)."	"Y"	"Give example code for outputting observations where the variable <font class=dscode>token</font> contains each token of a <font class=dscode>&apos;|&apos;</font> delimited string, with the usual desired behavior for consecutive delimiters.<br><br>Give a common modifier to improve efficiency.<br><br>What is the default delimiter in the tokenization function(s)?"	"Give example code for outputting observations where the variable `token` contains each token of a `'|'` delimited string, with the usual desired behavior for consecutive delimiters.

Give a common modifier to improve efficiency.

What is the default delimiter in the tokenization function(s)?"	"The key function and parameters is:<br><font class=dscode>token = scan(string, count, delim, modif);</font><br><br>The usual desired behavior for multiple consecutive delimiters is to use the <font class=dscode>&apos;m&apos;</font> modifier (which says that multiple delimiters in a row are permitted and give a zero-length string, and such a string also occurs if the delimiter starts and/or ends the string). In such a case, it&apos;s not sufficient to only call <font class=dscode>scan</font> once. We either need another call to <font class=dscode>scan</font> or <font class=dscode>countw</font>. This isn&apos;t the case if the <font class=dscode>&apos;m&apos;</font> modifier is not required, as then we can detect the end of the string when <font class=dscode>token</font> is assigned a zero-length string.<br><br>The <font class=dscode>&apos;o&apos;</font> modifier processes the <font class=dscode>delim</font> and <font class=dscode>modif</font> parameter only once per function call (i.e., once per line in the below code), which saves a bit of effort.<br><br>The <font class=dscode>delim</font> parameter can be a string of characters with a default of 17 or 18 characters depending on whether the default system character set is ASCII or EBCDIC. For this reason, it&apos;s common to specify the delimiter in code."	"The key function and parameters is:
`token = scan(string, count, delim, modif);`

The usual desired behavior for multiple consecutive delimiters is to use the `'m'` modifier (which says that multiple delimiters in a row are permitted and give a zero-length string, and such a string also occurs if the delimiter starts and/or ends the string). In such a case, it's not sufficient to only call `scan` once. We either need another call to `scan` or `countw`. This isn't the case if the `'m'` modifier is not required, as then we can detect the end of the string when `token` is assigned a zero-length string.

The `'o'` modifier processes the `delim` and `modif` parameter only once per function call (i.e., once per line in the below code), which saves a bit of effort.

The `delim` parameter can be a string of characters with a default of 17 or 18 characters depending on whether the default system character set is ASCII or EBCDIC. For this reason, it's common to specify the delimiter in code."	"<font class=dscode>delim = &apos;|&apos;;</font><br><font class=dscode>modif = &apos;mo&apos;;</font><br><font class=dscode>ntokens=countw(string, delim, modif);</font><br><font class=dscode>do count=1 to ntokens;</font><br><font class=dscode>  token=scan(string, count, delim, modif);</font><br><font class=dscode>  output;</font><br><font class=dscode>end;</font><br><br><font class=dscode>delim = &apos;|&apos;;</font><br><font class=dscode>modif = &apos;mo&apos;;</font><br><font class=dscode>count = 0;</font><br><font class=dscode>token = scan(string, count, delim, modif);</font><br><font class=dscode>do while token != &apos; &apos;;</font><br><font class=dscode>  output;</font><br><font class=dscode>  count + 1;</font><br><font class=dscode>  token = scan(string, count, delim, modif);</font><br><font class=dscode>end;</font>"	"`delim = '|';`
`modif = 'mo';`
`ntokens=countw(string, delim, modif);`
`do count=1 to ntokens;`
`  token=scan(string, count, delim, modif);`
`  output;`
`end;`

`delim = '|';`
`modif = 'mo';`
`count = 0;`
`token = scan(string, count, delim, modif);`
`do while token != ' ';`
`  output;`
`  count + 1;`
`  token = scan(string, count, delim, modif);`
`end;`"	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS581135"	"Give the exponentiation operator."	"Give the exponentiation operator."	"Y"	""	""	"<font class=dscode>**</font>"	"`**`"	""	""	""	""	"base"	""	""	"<font class=dscode>x ^ y</font>"	"`x ^ y`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS581923"	"Create output using a few Unicode characters."	"Create output using a few Unicode characters."	"Y"	"Discuss the example where most of the data uses the ASCII character set, but you need to print a few Unicode characters in the output (e.g., maybe a dagger or a Greek letter)."	"Discuss the example where most of the data uses the ASCII character set, but you need to print a few Unicode characters in the output (e.g., maybe a dagger or a Greek letter)."	"<font class=dscode>ODS ESCAPECHAR=&apos;^&apos;;</font><br><font class=dscode>FOOTNOTE &apos;^{unicode 2020} This uses a dagger.&apos;;</font>"	"`ODS ESCAPECHAR='^';`
`FOOTNOTE '^{unicode 2020} This uses a dagger.';`"	"The syntax is slightly different for ODS Statistical Graphics, see note for ODS ESCAPE CHAR.<br><br>If more than the occasional character is needed, e.g., you need to read in data with character vectors that aren&apos;t ASCII, the <font class=dscode>ENCODING</font> system option must be changed. The default on Linux is <font class=dscode>Latin1</font>."	"The syntax is slightly different for ODS Statistical Graphics, see note for ODS ESCAPE CHAR.

If more than the occasional character is needed, e.g., you need to read in data with character vectors that aren't ASCII, the `ENCODING` system option must be changed. The default on Linux is `Latin1`."	""	""	"ods"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_ods"
"DS582316"	"How to include in a model the arithmetic combination of two variables (e.g., addition or subtraction)."	"How to include in a model the arithmetic combination of two variables (e.g., addition or subtraction)."	"Y"	""	""	""	""	""	""	""	""	"stat_internal"	""	""	"Enclose the arithmetic combination in <font class=dscode>I()</font>, so a model term of <font class=dscode>I(a + b)</font> includes a single variable that&apos;s the sum of a+b, while <font class=dscode>a + b</font> includes two variables in the model."	"Enclose the arithmetic combination in `I()`, so a model term of `I(a + b)` includes a single variable that's the sum of a+b, while `a + b` includes two variables in the model."	"This doesn&apos;t seem like particularly good practice though."	"This doesn't seem like particularly good practice though."	"stat"	""	""	"R_include R_stat SAS_stat_internal"
"DS583467"	"Do <font class=dscode>NA</font>s merge together when joining data frames? How to control this behavior?"	"Do `NA`s merge together when joining data frames? How to control this behavior?"	""	"Do missing values match when merging?"	"Do missing values match when merging?"	"Yes, they match in a merge."	"Yes, they match in a merge."	""	""	""	""	"base"	"base, dplyr"	"base, dplyr"	"base: yes, but can disable with <font class=dscode>merge(..., incomparables=NA)</font><br>dplyr: yes (same as base), disable by setting <font class=dscode>na_matches = &quot;never&quot;</font> in the join function parameters"	"base: yes, but can disable with `merge(..., incomparables=NA)`
dplyr: yes (same as base), disable by setting `na_matches = ""never""` in the join function parameters"	"The only practical use of <font class=dscode>incomparables</font> I can see is to exclude NAs from the merge when desired. Thus, it&apos;s no surprise the more flexible <font class=dscode>incomparables</font> functionality was limited to what is needed in <font class=dscode>dplyr</font>."	"The only practical use of `incomparables` I can see is to exclude NAs from the merge when desired. Thus, it's no surprise the more flexible `incomparables` functionality was limited to what is needed in `dplyr`."	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS584085"	"Use special WHERE operator to match strings starting with &apos;_&apos;."	"Use special WHERE operator to match strings starting with '_'."	"Y"	""	""	"<font class=dscode>var LIKE &apos;\_%&apos; ESCAPE &apos;\&apos;</font><br><br>The point is, to search for a string that contains &apos;%&apos; or &apos;_&apos;, you need to define an ESCAPE character. (There isn&apos;t a default.)"	"`var LIKE '\_%' ESCAPE '\'`

The point is, to search for a string that contains '%' or '_', you need to define an ESCAPE character. (There isn't a default.)"	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS587004"	"Add a title or caption above PROC output and footnote(s) below the output. If you want the same title above all output, do you need to explicitly give it each time?"	"Add a title or caption above PROC output and footnote(s) below the output. If you want the same title above all output, do you need to explicitly give it each time?"	"Y"	""	""	"<font class=dscode>TITLE &apos;The first title&apos;;</font> or <font class=dscode>TITLE1</font><br><font class=dscode>TITLE2 &apos;The second title&apos;;</font> ... up to <font class=dscode>TITLE10</font>.<br><br>Similarly <font class=dscode>FOOTNOTE</font>, <font class=dscode>FOOTNOTE2</font>, etc.<br><br>Unset the given title and titles under it by passing no string. Similarly for footnotes.<br><font class=dscode>TITLE2;</font> - deletes the second title, third title, etc ...<br><br>Titles and footnotes are persistent. They will retain their value untli unset or changed."	"`TITLE 'The first title';` or `TITLE1`
`TITLE2 'The second title';` ... up to `TITLE10`.

Similarly `FOOTNOTE`, `FOOTNOTE2`, etc.

Unset the given title and titles under it by passing no string. Similarly for footnotes.
`TITLE2;` - deletes the second title, third title, etc ...

Titles and footnotes are persistent. They will retain their value untli unset or changed."	""	""	""	""	"base"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_base"
"DS587123"	"Perform a left join of two data sets."	"Perform a left join of two data sets."	"Y"	"Give syntax for data step merge."	"Give syntax for data step merge."	"<font class=dscode>DATA set3;</font><br><font class=dscode>  MERGE set1 (IN=a) set2;</font><br><font class=dscode>  BY patid group1;</font><br><font class=dscode>  IF a;</font><br><font class=dscode>RUN;</font><br><br>See additional comments on note for doing an outer join. The IN statement causes creation of a temporary 0/1 variable that is 1 if the observation from <font class=dscode>set1</font> is used when making the current observation being processed."	"`DATA set3;`
`  MERGE set1 (IN=a) set2;`
`  BY patid group1;`
`  IF a;`
`RUN;`

See additional comments on note for doing an outer join. The IN statement causes creation of a temporary 0/1 variable that is 1 if the observation from `set1` is used when making the current observation being processed."	""	""	""	""	"base"	"(base)<br>Left join <font class=dscode>df1</font> and <font class=dscode>df2</font> on <font class=dscode>var</font> variable."	"(base)
Left join `df1` and `df2` on `var` variable."	"<font class=dscode>merge(df1, df2, by=&quot;var&quot;, all.x=TRUE)</font>"	"`merge(df1, df2, by=""var"", all.x=TRUE)`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS587969"	"How do missing values sort?"	"How do missing values sort?"	"Y"	""	""	"Numeric missing values are considered to be less than other numbers.<br><br>Similarly, character missing value is less than other strings. Note that blank and &apos;.&apos; sort before any other character, so this is consistent with thinking of the missing value as padded with blanks to the length of the comparison string."	"Numeric missing values are considered to be less than other numbers.

Similarly, character missing value is less than other strings. Note that blank and '.' sort before any other character, so this is consistent with thinking of the missing value as padded with blanks to the length of the comparison string."	"°<font class=dscode>._</font> is less than <font class=dscode>.</font>, which is less than <font class=dscode>.a-.z</font>."	"°`._` is less than `.`, which is less than `.a-.z`."	""	""	"macro"	"Give answer for two sorting/ordering functions in <font class=dscode>base</font> and one <font class=dscode>dplyr</font> sorting function."	"Give answer for two sorting/ordering functions in `base` and one `dplyr` sorting function."	"Sorting by missing values depends on the function used.  <font class=dscode>sort()</font> and <font class=dscode>order()</font> both have a <font class=dscode>na.last</font> parameter to control the behavior of <font class=dscode>NA</font>, but for <font class=dscode>sort()</font> the default is <font class=dscode>na.last = NA</font> (remove <font class=dscode>NA</font>) and for <font class=dscode>order()</font>, the default is <font class=dscode>na.last = TRUE</font>.<br><br><font class=dscode>arrange()</font> behaves like the <font class=dscode>order()</font> default always for local data (no <font class=dscode>na.last</font> option), even when <font class=dscode>desc()</font> is used to reverse the order of the non-missing values. For remote data, <font class=dscode>arrange()</font> depends on the backend."	"Sorting by missing values depends on the function used.  `sort()` and `order()` both have a `na.last` parameter to control the behavior of `NA`, but for `sort()` the default is `na.last = NA` (remove `NA`) and for `order()`, the default is `na.last = TRUE`.

`arrange()` behaves like the `order()` default always for local data (no `na.last` option), even when `desc()` is used to reverse the order of the non-missing values. For remote data, `arrange()` depends on the backend."	""	""	"base"	""	""	"R_include SAS_include R_base SAS_macro"
"DS593522"	"Is constant text the only thing that can be specified in a TITLE statement?"	"Is constant text the only thing that can be specified in a TITLE statement?"	"Y"	""	""	"The text style can also be changed using formatting commands like <font class=dscode>COLOR=</font>/<font class=dscode>C=</font>, <font class=dscode>BCOLOR=</font>, <font class=dscode>JUSTIFY=LEFT</font>/<font class=dscode>JUSTIFY=L</font>, <font class=dscode>HEIGHT=</font>, <font class=dscode>BOLD</font>, <font class=dscode>ITALIC</font>, <font class=dscode>UNDERLINE=1</font>. This only affects ODS RTF, HTML, and PRINTER output.<br>For the most part, these can be set to different values for different pieces of text in a given title or footnote statement, but I assume <font class=dscode>JUSTIFY</font> and <font class=dscode>BCOLOR</font> can only have one value.<br><br>It&apos;s also possible to specify keywords in the title that are replaced with the name or value of BY variables. (TBD: add details.)"	"The text style can also be changed using formatting commands like `COLOR=`/`C=`, `BCOLOR=`, `JUSTIFY=LEFT`/`JUSTIFY=L`, `HEIGHT=`, `BOLD`, `ITALIC`, `UNDERLINE=1`. This only affects ODS RTF, HTML, and PRINTER output.
For the most part, these can be set to different values for different pieces of text in a given title or footnote statement, but I assume `JUSTIFY` and `BCOLOR` can only have one value.

It's also possible to specify keywords in the title that are replaced with the name or value of BY variables. (TBD: add details.)"	""	""	""	""	"ods"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_ods"
"DS596119"	"How are categorical variables represented and stored? What functions / packages are used to work with them?"	"How are categorical variables represented and stored? What functions / packages are used to work with them?"	""	"Include a categorical variable in a model."	"Include a categorical variable in a model."	"<font class=dscode>CLASS var;</font><br>Then include <font class=dscode>var</font> in the MODEL statement."	"`CLASS var;`
Then include `var` in the MODEL statement."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS600052"	"Give two ways macros can be stored for reuse (e.g., if a company has macros that many employees will use on different projects)."	"Give two ways macros can be stored for reuse (e.g., if a company has macros that many employees will use on different projects)."	"Y"	""	""	"1. Stored compiled macros (in library defined by the SASMSTORE option), if the MSTORED system option is set<br>Advantage: can compile with the SECURE option to not share source.<br>Minor advantage: pre-compiled will save a little time, but note that autocall macros are only compiled once per session per macro<br><br>2. Autocall macros (in library defined by the SASAUTOS option), if the MAUTOSOURCE system option is set<br>Some autocall macros are shipped with SAS, so usually will want to include this directory in the list too.<br>Advantage: source code available."	"1. Stored compiled macros (in library defined by the SASMSTORE option), if the MSTORED system option is set
Advantage: can compile with the SECURE option to not share source.
Minor advantage: pre-compiled will save a little time, but note that autocall macros are only compiled once per session per macro

2. Autocall macros (in library defined by the SASAUTOS option), if the MAUTOSOURCE system option is set
Some autocall macros are shipped with SAS, so usually will want to include this directory in the list too.
Advantage: source code available."	""	""	""	""	"macro"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_macro"
"DS601233"	"List all datasets in a library."	"List all datasets in a library."	"Y"	""	""	"<font class=dscode>PROC DATASETS LIB=mylib;</font><br><font class=dscode>RUN; QUIT;</font>"	"`PROC DATASETS LIB=mylib;`
`RUN; QUIT;`"	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS605308"	"Check if a file exists on the file system."	"Check if a file exists on the file system."	"Y"	""	""	"<font class=dscode>FILEEXIST(path)</font>"	"`FILEEXIST(path)`"	""	""	""	""	"base"	""	""	"<font class=dscode>file.exists(x)</font>"	"`file.exists(x)`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS651092"	"Can data step functions be used in WHERE statements?"	"Can data step functions be used in WHERE statements?"	"Y"	""	""	"Yes, but not functions that need the <font class=dscode>OF</font> operator with a range of variables.<br><br>So <font class=dscode>SUM(OF var1-var3) &gt; 0</font> is not possible."	"Yes, but not functions that need the `OF` operator with a range of variables.

So `SUM(OF var1-var3) > 0` is not possible."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS651644"	"Calculate the number of months between two datetime values. Return the change in calendar months (so the difference between January 31, 2020 and February 1, 2020 is 1 month)."	"Calculate the number of months between two datetime values. Return the change in calendar months (so the difference between January 31, 2020 and February 1, 2020 is 1 month)."	"Y"	"Why might it be easy to get the wrong value here?"	"Why might it be easy to get the wrong value here?"	"<font class=dscode>INTCK(&apos;DTMONTH&apos;, dttm1, dttm2);</font><br><br>One must specify <font class=dscode>&apos;DTMONTH&apos;</font> and not <font class=dscode>&apos;MONTH&apos;</font> if the values are datetime. No error is returned if the wrong one is used!"	"`INTCK('DTMONTH', dttm1, dttm2);`

One must specify `'DTMONTH'` and not `'MONTH'` if the values are datetime. No error is returned if the wrong one is used!"	"The same function can be used with an additional parameter &apos;C&apos; or &apos;CONT&apos; or &apos;CONTINUOUS&apos; to count anniversaries. The default value of the parameter (used here) is &apos;D&apos; or &apos;DISCRETE&apos;."	"The same function can be used with an additional parameter 'C' or 'CONT' or 'CONTINUOUS' to count anniversaries. The default value of the parameter (used here) is 'D' or 'DISCRETE'."	""	""	"base"	""	""	""	""	""	""	"XD"	""	""	"SAS_include R_XD SAS_base"
"DS663370"	"Give syntax for a formula. For example, give formula with dependent variable of <font class=dscode>y</font> and with <font class=dscode>agecat</font> and <font class=dscode>sex</font> as independent variables."	"Give syntax for a formula. For example, give formula with dependent variable of `y` and with `agecat` and `sex` as independent variables."	"Y"	""	""	"<font class=dscode>CLASS agecat sex;</font><br><font class=dscode>MODEL y = agecat sex;</font>"	"`CLASS agecat sex;`
`MODEL y = agecat sex;`"	""	""	""	""	"stat"	""	""	"<font class=dscode>y ~ agecat + sex</font>"	"`y ~ agecat + sex`"	"Other special operators:<br><br>†<font class=dscode>a:b</font> (interaction of <font class=dscode>a</font> and <font class=dscode>b</font>)<br><br>†<font class=dscode>a*b</font> (equivalent to <font class=dscode>a + b + a:b</font>)<br><br>†<font class=dscode>^k</font> expand the terms up to order <font class=dscode>k</font> interactions, e.g., <font class=dscode>(a+b+c)^2</font> is equivalent to <font class=dscode>a + b + c + a:b + a:c + b:c</font>.<br><br>†<font class=dscode>-</font> to remove the specified term. <font class=dscode>-1</font> removes the intercept, but specifying <font class=dscode>0</font> in the terms also removes the intercept.<br><br>†Can use mathematical functions (e.g,. <font class=dscode>splines::bs(x)</font>) or arithmetic operations. To remove ambiguity, enclosing with <font class=dscode>I()</font>specifies to use the operator in the arithmetic sense, e.g., <font class=dscode>I(a+b)</font> adds a single term to the model consisting of the sum of a + b, while <font class=dscode>a + b</font> means two terms are added.<br><br>†An <font class=dscode>offset()</font> function can usually be specified to force a term with a coefficient of 1.<br><br>°Some models may allow the use of <font class=dscode>strata()</font> or <font class=dscode>cluster()</font>. There’s a few other operators like <font class=dscode>%in%</font> and <font class=dscode>/</font> for nesting."	"Other special operators:

†`a:b` (interaction of `a` and `b`)

†`a*b` (equivalent to `a + b + a:b`)

†`^k` expand the terms up to order `k` interactions, e.g., `(a+b+c)^2` is equivalent to `a + b + c + a:b + a:c + b:c`.

†`-` to remove the specified term. `-1` removes the intercept, but specifying `0` in the terms also removes the intercept.

†Can use mathematical functions (e.g,. `splines::bs(x)`) or arithmetic operations. To remove ambiguity, enclosing with `I()`specifies to use the operator in the arithmetic sense, e.g., `I(a+b)` adds a single term to the model consisting of the sum of a + b, while `a + b` means two terms are added.

†An `offset()` function can usually be specified to force a term with a coefficient of 1.

°Some models may allow the use of `strata()` or `cluster()`. There’s a few other operators like `%in%` and `/` for nesting."	"stat"	""	""	"R_include SAS_include R_stat SAS_stat"
"DS667764"	"Give a simple way to document a data set."	"Give a simple way to document a data set."	"Y"	""	""	"Data sets (like variables) can have labels.<br><br>These can be assigned using the LABEL option after the data set name in a DATA statement."	"Data sets (like variables) can have labels.

These can be assigned using the LABEL option after the data set name in a DATA statement."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS668124"	"Perform multiple imputation on data with missing values."	"Perform multiple imputation on data with missing values."	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC MI"	"PROC MI"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS669730"	"Select variables not in a set."	"Select variables not in a set."	"Y"	""	""	""	""	""	""	""	""	"base_internal"	"(tidy-select)"	"(tidy-select)"	"Use <font class=dscode>!</font>"	"Use `!`"	""	""	"tidy"	""	""	"R_include R_tidy SAS_base_internal"
"DS669909"	"Calculate the number of months between two dates. Return the change in calendar months (so the difference between January 31, 2020 and February 1, 2020 is 1 month)."	"Calculate the number of months between two dates. Return the change in calendar months (so the difference between January 31, 2020 and February 1, 2020 is 1 month)."	"Y"	"Give some other intervals. Are only simple intervals possible?"	"Give some other intervals. Are only simple intervals possible?"	"<font class=dscode>INTCK(&apos;MONTH&apos;, dt1, dt2);</font><br><br>Other (obvious) intervals are <font class=dscode>&apos;WEEK&apos;</font> (starts on Sunday), <font class=dscode>&apos;YEAR&apos;</font>. Other intervals like <font class=dscode>&apos;QTR&apos;</font> are also possible. There is is syntax to multiply the interval or shift it. <br><br>°For example <font class=dscode>WEEK.1</font> are weekly intervals, starting on Monday. <font class=dscode>WEEK4</font> are four-week intervals (starting on first Sundays). The syntax can be combined, but it gets messy to interpret. In any case, usage of these is rare in medical statistics. It might be more common in finance or accounting (e.g., biweekly pay periods)."	"`INTCK('MONTH', dt1, dt2);`

Other (obvious) intervals are `'WEEK'` (starts on Sunday), `'YEAR'`. Other intervals like `'QTR'` are also possible. There is is syntax to multiply the interval or shift it. 

°For example `WEEK.1` are weekly intervals, starting on Monday. `WEEK4` are four-week intervals (starting on first Sundays). The syntax can be combined, but it gets messy to interpret. In any case, usage of these is rare in medical statistics. It might be more common in finance or accounting (e.g., biweekly pay periods)."	"The same function can be used with an additional parameter &apos;C&apos; or &apos;CONT&apos; or &apos;CONTINUOUS&apos; to count anniversaries. The default value of the parameter (used here) is &apos;D&apos; or &apos;DISCRETE&apos;."	"The same function can be used with an additional parameter 'C' or 'CONT' or 'CONTINUOUS' to count anniversaries. The default value of the parameter (used here) is 'D' or 'DISCRETE'."	""	""	"base"	"base"	"base"	"There&apos;s probably a function in the <font class=dscode>lubridate</font> package for this (TBD). However, this is not often required in medical statistics, and it&apos;s a two or three line function to get the month and year from the start and end dates, and do the math by hand: <font class=dscode>12*(end_year-start_year) + (end_month – start_month)</font>.<br><br>For calendar weeks, the functionality is even less likely to be needed, but you can get the weekday for a date with <font class=dscode>format(dt, &quot;%w&quot;)</font> and then the result is <font class=dscode>(end_dt – start_dt) %/% 7 + (end_weekday &lt; start_weekday)</font> (at least for cases where <font class=dscode>end_dt &gt; start_dt</font>)."	"There's probably a function in the `lubridate` package for this (TBD). However, this is not often required in medical statistics, and it's a two or three line function to get the month and year from the start and end dates, and do the math by hand: `12*(end_year-start_year) + (end_month – start_month)`.

For calendar weeks, the functionality is even less likely to be needed, but you can get the weekday for a date with `format(dt, ""%w"")` and then the result is `(end_dt – start_dt) %/% 7 + (end_weekday < start_weekday)` (at least for cases where `end_dt > start_dt`)."	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS674203"	"Get the current date or datetime."	"Get the current date or datetime."	"Y"	""	""	"<font class=dscode>TODAY()</font> - current date<br><font class=dscode>DATETIME()</font> - current datetime"	"`TODAY()` - current date
`DATETIME()` - current datetime"	""	""	""	""	"base"	"Give <font class=dscode>base</font> and <font class=dscode>lubridate</font> versions."	"Give `base` and `lubridate` versions."	"base: <font class=dscode>Sys.date()</font>, <font class=dscode>Sys.time()</font> (returns datetime)<br><font class=dscode>lubridate</font>: <font class=dscode>today()</font> and <font class=dscode>now()</font>"	"base: `Sys.date()`, `Sys.time()` (returns datetime)
`lubridate`: `today()` and `now()`"	""	""	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS675744"	"Modify a canned ODS Statistical Graph."	"Modify a canned ODS Statistical Graph."	"Y"	"Give the steps through modifying the _____. The remainder of the process is on a different note."	"Give the steps through modifying the _____. The remainder of the process is on a different note."	"(1) Find template name using <font class=dscode>ODS TRACE ON</font><br><br>The name will probably of the form below, where <font class=dscode>Proc</font> and <font class=dscode>Plotname</font> are replaced with the PROC name and plot name.<br><br>(2) Save the template to a file.<br><font class=dscode>PROC TEMPLATE;</font><br><font class=dscode>  SOURCE Stat.Proc.Graphics.PlotName / FILE = &apos;plotname_template.sas&apos;;</font><br><font class=dscode>RUN;</font> <br><br>(3) Copy the file and edit it as desired. The template name should not be modified."	"(1) Find template name using `ODS TRACE ON`

The name will probably of the form below, where `Proc` and `Plotname` are replaced with the PROC name and plot name.

(2) Save the template to a file.
`PROC TEMPLATE;`
`  SOURCE Stat.Proc.Graphics.PlotName / FILE = 'plotname_template.sas';`
`RUN;` 

(3) Copy the file and edit it as desired. The template name should not be modified."	""	""	""	""	"ods"	""	""	""	""	""	""	"XTBD_display"	""	""	"SAS_include R_XTBD_display SAS_ods"
"DS676168"	"Create a random sample of rows from a data set."	"Create a random sample of rows from a data set."	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC SURVEYSELECT"	"PROC SURVEYSELECT"	""	""	""	""	"stat"	"(dplyr)"	"(dplyr)"	"<font class=dscode>slice_sample()</font>"	"`slice_sample()`"	"Can specify parameter <font class=dscode>n=</font> or <font class=dscode>prop=</font> to select highest n or proportion (<font class=dscode>n=1</font> is default). Can specify weights (<font class=dscode>weight_by</font>) and <font class=dscode>replace=</font> to specify sampling with or without replacement."	"Can specify parameter `n=` or `prop=` to select highest n or proportion (`n=1` is default). Can specify weights (`weight_by`) and `replace=` to specify sampling with or without replacement."	"tidy"	""	""	"R_include SAS_include R_tidy SAS_stat"
"DS676238"	"Print all macro variables."	"Print all macro variables."	"Y"	""	""	"<font class=dscode>%PUT _all_;</font>"	"`%PUT _all_;`"	""	""	""	""	"base"	""	""	""	""	""	""	"XD"	""	""	"SAS_include R_XD SAS_base"
